"age","sex","year","contents","10211: Population, by age, sex, year and contents"
"F80-84 80-84 years","2 Females","1993","Persons",62027
"F80-84 80-84 years","2 Females","1994","Persons",62914
"F80-84 80-84 years","2 Females","1995","Persons",63622
"F80-84 80-84 years","2 Females","1996","Persons",64567
"F80-84 80-84 years","2 Females","1997","Persons",65608
"F80-84 80-84 years","2 Females","1998","Persons",66807
"F80-84 80-84 years","2 Females","1999","Persons",68011
"F80-84 80-84 years","2 Females","2000","Persons",67830
"F80-84 80-84 years","2 Females","2001","Persons",70795
"F80-84 80-84 years","2 Females","2002","Persons",72252
"F80-84 80-84 years","2 Females","2003","Persons",72831
"F80-84 80-84 years","2 Females","2004","Persons",73572
"F80-84 80-84 years","2 Females","2005","Persons",74357
"F80-84 80-84 years","2 Females","2006","Persons",72249
"F80-84 80-84 years","2 Females","2007","Persons",70574
"F80-84 80-84 years","2 Females","2008","Persons",68450
"F80-84 80-84 years","2 Females","2009","Persons",67053
"F80-84 80-84 years","2 Females","2010","Persons",65424
"F80-84 80-84 years","2 Females","2011","Persons",64879
"F80-84 80-84 years","2 Females","2012","Persons",64041
"F80-84 80-84 years","2 Females","2013","Persons",63755
"F80-84 80-84 years","2 Females","2014","Persons",62385
"F80-84 80-84 years","2 Females","2015","Persons",61543
"F80-84 80-84 years","2 Females","2016","Persons",60623
"F80-84 80-84 years","2 Females","2017","Persons",60266
"F80-84 80-84 years","2 Females","2018","Persons",60537
"F80-84 80-84 years","2 Females","2019","Persons",62110
"F80-84 80-84 years","2 Females","2020","Persons",64193
"F80-84 80-84 years","2 Females","2021","Persons",66637
"F80-84 80-84 years","2 Females","2022","Persons",67876
"F85-89 85-89 years","0 Both sexes","1846","Persons",2955
"F85-89 85-89 years","0 Both sexes","1847","Persons",3037
"F85-89 85-89 years","0 Both sexes","1848","Persons",3069
"F85-89 85-89 years","0 Both sexes","1849","Persons",3050
"F85-89 85-89 years","0 Both sexes","1850","Persons",3144
"F85-89 85-89 years","0 Both sexes","1851","Persons",3251
"F85-89 85-89 years","0 Both sexes","1852","Persons",3171
"F85-89 85-89 years","0 Both sexes","1853","Persons",3146
"F85-89 85-89 years","0 Both sexes","1854","Persons",3123
"F85-89 85-89 years","0 Both sexes","1855","Persons",3227
"F85-89 85-89 years","0 Both sexes","1856","Persons",3268
"F85-89 85-89 years","0 Both sexes","1857","Persons",3303
"F85-89 85-89 years","0 Both sexes","1858","Persons",3160
"F85-89 85-89 years","0 Both sexes","1859","Persons",3046
"F85-89 85-89 years","0 Both sexes","1860","Persons",3111
"F85-89 85-89 years","0 Both sexes","1861","Persons",3317
"F85-89 85-89 years","0 Both sexes","1862","Persons",3239
"F85-89 85-89 years","0 Both sexes","1863","Persons",3423
"F85-89 85-89 years","0 Both sexes","1864","Persons",3642
"F85-89 85-89 years","0 Both sexes","1865","Persons",3770
"F85-89 85-89 years","0 Both sexes","1866","Persons",3886
"F85-89 85-89 years","0 Both sexes","1867","Persons",4001
"F85-89 85-89 years","0 Both sexes","1868","Persons",4184
"F85-89 85-89 years","0 Both sexes","1869","Persons",4205
"F85-89 85-89 years","0 Both sexes","1870","Persons",4437
"F85-89 85-89 years","0 Both sexes","1871","Persons",4451
"F85-89 85-89 years","0 Both sexes","1872","Persons",4387
"F85-89 85-89 years","0 Both sexes","1873","Persons",4080
"F85-89 85-89 years","0 Both sexes","1874","Persons",4223
"F85-89 85-89 years","0 Both sexes","1875","Persons",4369
"F85-89 85-89 years","0 Both sexes","1876","Persons",4807
"F85-89 85-89 years","0 Both sexes","1877","Persons",5139
"F85-89 85-89 years","0 Both sexes","1878","Persons",5388
"F85-89 85-89 years","0 Both sexes","1879","Persons",5612
"F85-89 85-89 years","0 Both sexes","1880","Persons",5758
"F85-89 85-89 years","0 Both sexes","1881","Persons",5719
"F85-89 85-89 years","0 Both sexes","1882","Persons",5492
"F85-89 85-89 years","0 Both sexes","1883","Persons",5385
"F85-89 85-89 years","0 Both sexes","1884","Persons",5362
"F85-89 85-89 years","0 Both sexes","1885","Persons",5526
"F85-89 85-89 years","0 Both sexes","1886","Persons",5628
"F85-89 85-89 years","0 Both sexes","1887","Persons",5763
"F85-89 85-89 years","0 Both sexes","1888","Persons",5864
"F85-89 85-89 years","0 Both sexes","1889","Persons",5821
"F85-89 85-89 years","0 Both sexes","1890","Persons",5701
"F85-89 85-89 years","0 Both sexes","1891","Persons",5754
"F85-89 85-89 years","0 Both sexes","1892","Persons",5727
"F85-89 85-89 years","0 Both sexes","1893","Persons",5542
"F85-89 85-89 years","0 Both sexes","1894","Persons",5487
"F85-89 85-89 years","0 Both sexes","1895","Persons",5317
"F85-89 85-89 years","0 Both sexes","1896","Persons",5534
"F85-89 85-89 years","0 Both sexes","1897","Persons",5848
"F85-89 85-89 years","0 Both sexes","1898","Persons",6199
"F85-89 85-89 years","0 Both sexes","1899","Persons",6432
"F85-89 85-89 years","0 Both sexes","1900","Persons",6568
"F85-89 85-89 years","0 Both sexes","1901","Persons",6943
"F85-89 85-89 years","0 Both sexes","1902","Persons",7333
"F85-89 85-89 years","0 Both sexes","1903","Persons",7728
"F85-89 85-89 years","0 Both sexes","1904","Persons",7770
"F85-89 85-89 years","0 Both sexes","1905","Persons",8348
"F85-89 85-89 years","0 Both sexes","1906","Persons",8708
"F85-89 85-89 years","0 Both sexes","1907","Persons",9335
"F85-89 85-89 years","0 Both sexes","1908","Persons",9411
"F85-89 85-89 years","0 Both sexes","1909","Persons",9805
"F85-89 85-89 years","0 Both sexes","1910","Persons",9864
"F85-89 85-89 years","0 Both sexes","1911","Persons",10016
"F85-89 85-89 years","0 Both sexes","1912","Persons",10126
"F85-89 85-89 years","0 Both sexes","1913","Persons",10083
"F85-89 85-89 years","0 Both sexes","1914","Persons",9869
"F85-89 85-89 years","0 Both sexes","1915","Persons",10087
"F85-89 85-89 years","0 Both sexes","1916","Persons",9801
"F85-89 85-89 years","0 Both sexes","1917","Persons",9566
"F85-89 85-89 years","0 Both sexes","1918","Persons",9394
"F85-89 85-89 years","0 Both sexes","1919","Persons",9743
"F85-89 85-89 years","0 Both sexes","1920","Persons",9789
"F85-89 85-89 years","0 Both sexes","1921","Persons",9947
"F85-89 85-89 years","0 Both sexes","1922","Persons",9956
"F85-89 85-89 years","0 Both sexes","1923","Persons",9865
"F85-89 85-89 years","0 Both sexes","1924","Persons",9519
"F85-89 85-89 years","0 Both sexes","1925","Persons",9421
"F85-89 85-89 years","0 Both sexes","1926","Persons",9463
"F85-89 85-89 years","0 Both sexes","1927","Persons",9855
"F85-89 85-89 years","0 Both sexes","1928","Persons",9962
"F85-89 85-89 years","0 Both sexes","1929","Persons",10384
"F85-89 85-89 years","0 Both sexes","1930","Persons",10504
"F85-89 85-89 years","0 Both sexes","1931","Persons",11005
"F85-89 85-89 years","0 Both sexes","1932","Persons",11033
"F85-89 85-89 years","0 Both sexes","1933","Persons",11108
"F85-89 85-89 years","0 Both sexes","1934","Persons",11139
"F85-89 85-89 years","0 Both sexes","1935","Persons",11628
"F85-89 85-89 years","0 Both sexes","1936","Persons",11618
"F85-89 85-89 years","0 Both sexes","1937","Persons",11882
"F85-89 85-89 years","0 Both sexes","1938","Persons",11998
"F85-89 85-89 years","0 Both sexes","1939","Persons",12254
"F85-89 85-89 years","0 Both sexes","1940","Persons",12465
"F85-89 85-89 years","0 Both sexes","1941","Persons",12707
"F85-89 85-89 years","0 Both sexes","1942","Persons",12956
"F85-89 85-89 years","0 Both sexes","1943","Persons",13069
"F85-89 85-89 years","0 Both sexes","1944","Persons",13015
"F85-89 85-89 years","0 Both sexes","1945","Persons",13576
"F85-89 85-89 years","0 Both sexes","1946","Persons",13669
"F85-89 85-89 years","0 Both sexes","1947","Persons",14312
"F85-89 85-89 years","0 Both sexes","1948","Persons",14553
"F85-89 85-89 years","0 Both sexes","1949","Persons",15217
"F85-89 85-89 years","0 Both sexes","1950","Persons",15546
"F85-89 85-89 years","0 Both sexes","1951","Persons",15735
"F85-89 85-89 years","0 Both sexes","1952","Persons",16327
"F85-89 85-89 years","0 Both sexes","1953","Persons",16470
"F85-89 85-89 years","0 Both sexes","1954","Persons",16529
"F85-89 85-89 years","0 Both sexes","1955","Persons",16546
"F85-89 85-89 years","0 Both sexes","1956","Persons",16771
"F85-89 85-89 years","0 Both sexes","1957","Persons",16889
"F85-89 85-89 years","0 Both sexes","1958","Persons",17664
"F85-89 85-89 years","0 Both sexes","1959","Persons",18155
"F85-89 85-89 years","0 Both sexes","1960","Persons",18847
"F85-89 85-89 years","0 Both sexes","1961","Persons",19603
"F85-89 85-89 years","0 Both sexes","1962","Persons",20282
"F85-89 85-89 years","0 Both sexes","1963","Persons",20521
"F85-89 85-89 years","0 Both sexes","1964","Persons",21076
"F85-89 85-89 years","0 Both sexes","1965","Persons",21375
"F85-89 85-89 years","0 Both sexes","1966","Persons",21432
"F85-89 85-89 years","0 Both sexes","1967","Persons",21513
"F85-89 85-89 years","0 Both sexes","1968","Persons",21970
"F85-89 85-89 years","0 Both sexes","1969","Persons",22429
"F85-89 85-89 years","0 Both sexes","1970","Persons",22988
"F85-89 85-89 years","0 Both sexes","1971","Persons",23667
"F85-89 85-89 years","0 Both sexes","1972","Persons",24448
"F85-89 85-89 years","0 Both sexes","1973","Persons",25308
"F85-89 85-89 years","0 Both sexes","1974","Persons",25725
"F85-89 85-89 years","0 Both sexes","1975","Persons",26458
"F85-89 85-89 years","0 Both sexes","1976","Persons",27396
"F85-89 85-89 years","0 Both sexes","1977","Persons",28379
"F85-89 85-89 years","0 Both sexes","1978","Persons",29571
"F85-89 85-89 years","0 Both sexes","1979","Persons",31265
"F85-89 85-89 years","0 Both sexes","1980","Persons",32764
"F85-89 85-89 years","0 Both sexes","1981","Persons",34550
"F85-89 85-89 years","0 Both sexes","1982","Persons",35925
"F85-89 85-89 years","0 Both sexes","1983","Persons",37499
"F85-89 85-89 years","0 Both sexes","1984","Persons",39063
"F85-89 85-89 years","0 Both sexes","1985","Persons",40313
"F85-89 85-89 years","0 Both sexes","1986","Persons",41484
"F85-89 85-89 years","0 Both sexes","1987","Persons",42928
"F85-89 85-89 years","0 Both sexes","1988","Persons",44308
"F85-89 85-89 years","0 Both sexes","1989","Persons",45184
"F85-89 85-89 years","0 Both sexes","1990","Persons",46363
"F85-89 85-89 years","0 Both sexes","1991","Persons",47109
"F85-89 85-89 years","0 Both sexes","1992","Persons",48056
"F85-89 85-89 years","0 Both sexes","1993","Persons",49175
"F85-89 85-89 years","0 Both sexes","1994","Persons",49627
"F85-89 85-89 years","0 Both sexes","1995","Persons",51483
"F85-89 85-89 years","0 Both sexes","1996","Persons",52764
"F85-89 85-89 years","0 Both sexes","1997","Persons",54466
"F85-89 85-89 years","0 Both sexes","1998","Persons",56043
"F85-89 85-89 years","0 Both sexes","1999","Persons",57433
"F85-89 85-89 years","0 Both sexes","2000","Persons",58340
"F85-89 85-89 years","0 Both sexes","2001","Persons",59200
"F85-89 85-89 years","0 Both sexes","2002","Persons",60339
"F85-89 85-89 years","0 Both sexes","2003","Persons",61709
"F85-89 85-89 years","0 Both sexes","2004","Persons",63127
"F85-89 85-89 years","0 Both sexes","2005","Persons",64174
"F85-89 85-89 years","0 Both sexes","2006","Persons",68434
"F85-89 85-89 years","0 Both sexes","2007","Persons",71107
"F85-89 85-89 years","0 Both sexes","2008","Persons",72715
"F85-89 85-89 years","0 Both sexes","2009","Persons",73998
"F85-89 85-89 years","0 Both sexes","2010","Persons",75216
"F85-89 85-89 years","0 Both sexes","2011","Persons",74071
"F85-89 85-89 years","0 Both sexes","2012","Persons",73724
"F85-89 85-89 years","0 Both sexes","2013","Persons",72456
"F85-89 85-89 years","0 Both sexes","2014","Persons",71955
"F85-89 85-89 years","0 Both sexes","2015","Persons",71410
"F85-89 85-89 years","0 Both sexes","2016","Persons",71815
"F85-89 85-89 years","0 Both sexes","2017","Persons",71769
"F85-89 85-89 years","0 Both sexes","2018","Persons",72313
"F85-89 85-89 years","0 Both sexes","2019","Persons",71821
"F85-89 85-89 years","0 Both sexes","2020","Persons",71765
"F85-89 85-89 years","0 Both sexes","2021","Persons",71362
"F85-89 85-89 years","0 Both sexes","2022","Persons",71762
"F85-89 85-89 years","1 Males","1846","Persons",1138
"F85-89 85-89 years","1 Males","1847","Persons",1160
"F85-89 85-89 years","1 Males","1848","Persons",1186
"F85-89 85-89 years","1 Males","1849","Persons",1186
"F85-89 85-89 years","1 Males","1850","Persons",1251
"F85-89 85-89 years","1 Males","1851","Persons",1291
"F85-89 85-89 years","1 Males","1852","Persons",1254
"F85-89 85-89 years","1 Males","1853","Persons",1228
"F85-89 85-89 years","1 Males","1854","Persons",1199
"F85-89 85-89 years","1 Males","1855","Persons",1213
"F85-89 85-89 years","1 Males","1856","Persons",1227
"F85-89 85-89 years","1 Males","1857","Persons",1252
"F85-89 85-89 years","1 Males","1858","Persons",1213
"F85-89 85-89 years","1 Males","1859","Persons",1152
"F85-89 85-89 years","1 Males","1860","Persons",1194
"F85-89 85-89 years","1 Males","1861","Persons",1283
"F85-89 85-89 years","1 Males","1862","Persons",1219
"F85-89 85-89 years","1 Males","1863","Persons",1283
"F85-89 85-89 years","1 Males","1864","Persons",1391
"F85-89 85-89 years","1 Males","1865","Persons",1467
"F85-89 85-89 years","1 Males","1866","Persons",1506
"F85-89 85-89 years","1 Males","1867","Persons",1576
"F85-89 85-89 years","1 Males","1868","Persons",1603
"F85-89 85-89 years","1 Males","1869","Persons",1617
"F85-89 85-89 years","1 Males","1870","Persons",1709
"F85-89 85-89 years","1 Males","1871","Persons",1693
"F85-89 85-89 years","1 Males","1872","Persons",1703
"F85-89 85-89 years","1 Males","1873","Persons",1597
"F85-89 85-89 years","1 Males","1874","Persons",1650
"F85-89 85-89 years","1 Males","1875","Persons",1707
"F85-89 85-89 years","1 Males","1876","Persons",1876
"F85-89 85-89 years","1 Males","1877","Persons",2023
"F85-89 85-89 years","1 Males","1878","Persons",2176
"F85-89 85-89 years","1 Males","1879","Persons",2273
"F85-89 85-89 years","1 Males","1880","Persons",2348
"F85-89 85-89 years","1 Males","1881","Persons",2332
"F85-89 85-89 years","1 Males","1882","Persons",2218
"F85-89 85-89 years","1 Males","1883","Persons",2178
"F85-89 85-89 years","1 Males","1884","Persons",2138
"F85-89 85-89 years","1 Males","1885","Persons",2227
"F85-89 85-89 years","1 Males","1886","Persons",2262
"F85-89 85-89 years","1 Males","1887","Persons",2352
"F85-89 85-89 years","1 Males","1888","Persons",2340
"F85-89 85-89 years","1 Males","1889","Persons",2369
"F85-89 85-89 years","1 Males","1890","Persons",2315
"F85-89 85-89 years","1 Males","1891","Persons",2326
"F85-89 85-89 years","1 Males","1892","Persons",2316
"F85-89 85-89 years","1 Males","1893","Persons",2262
"F85-89 85-89 years","1 Males","1894","Persons",2224
"F85-89 85-89 years","1 Males","1895","Persons",2154
"F85-89 85-89 years","1 Males","1896","Persons",2271
"F85-89 85-89 years","1 Males","1897","Persons",2369
"F85-89 85-89 years","1 Males","1898","Persons",2507
"F85-89 85-89 years","1 Males","1899","Persons",2611
"F85-89 85-89 years","1 Males","1900","Persons",2679
"F85-89 85-89 years","1 Males","1901","Persons",2812
"F85-89 85-89 years","1 Males","1902","Persons",2977
"F85-89 85-89 years","1 Males","1903","Persons",3156
"F85-89 85-89 years","1 Males","1904","Persons",3249
"F85-89 85-89 years","1 Males","1905","Persons",3494
"F85-89 85-89 years","1 Males","1906","Persons",3661
"F85-89 85-89 years","1 Males","1907","Persons",3944
"F85-89 85-89 years","1 Males","1908","Persons",3977
"F85-89 85-89 years","1 Males","1909","Persons",4136
"F85-89 85-89 years","1 Males","1910","Persons",4182
"F85-89 85-89 years","1 Males","1911","Persons",4235
"F85-89 85-89 years","1 Males","1912","Persons",4284
"F85-89 85-89 years","1 Males","1913","Persons",4244
"F85-89 85-89 years","1 Males","1914","Persons",4149
"F85-89 85-89 years","1 Males","1915","Persons",4262
"F85-89 85-89 years","1 Males","1916","Persons",4105
"F85-89 85-89 years","1 Males","1917","Persons",4005
"F85-89 85-89 years","1 Males","1918","Persons",3941
"F85-89 85-89 years","1 Males","1919","Persons",4094
"F85-89 85-89 years","1 Males","1920","Persons",4068
"F85-89 85-89 years","1 Males","1921","Persons",4120
"F85-89 85-89 years","1 Males","1922","Persons",4068
"F85-89 85-89 years","1 Males","1923","Persons",4029
"F85-89 85-89 years","1 Males","1924","Persons",3900
"F85-89 85-89 years","1 Males","1925","Persons",3839
"F85-89 85-89 years","1 Males","1926","Persons",3844
"F85-89 85-89 years","1 Males","1927","Persons",4049
"F85-89 85-89 years","1 Males","1928","Persons",4097
"F85-89 85-89 years","1 Males","1929","Persons",4271
"F85-89 85-89 years","1 Males","1930","Persons",4281
"F85-89 85-89 years","1 Males","1931","Persons",4465
"F85-89 85-89 years","1 Males","1932","Persons",4500
"F85-89 85-89 years","1 Males","1933","Persons",4520
"F85-89 85-89 years","1 Males","1934","Persons",4487
"F85-89 85-89 years","1 Males","1935","Persons",4675
"F85-89 85-89 years","1 Males","1936","Persons",4706
"F85-89 85-89 years","1 Males","1937","Persons",4845
"F85-89 85-89 years","1 Males","1938","Persons",4873
"F85-89 85-89 years","1 Males","1939","Persons",5015
"F85-89 85-89 years","1 Males","1940","Persons",5028
"F85-89 85-89 years","1 Males","1941","Persons",5185
"F85-89 85-89 years","1 Males","1942","Persons",5297
"F85-89 85-89 years","1 Males","1943","Persons",5321
"F85-89 85-89 years","1 Males","1944","Persons",5279
"F85-89 85-89 years","1 Males","1945","Persons",5509
"F85-89 85-89 years","1 Males","1946","Persons",5521
"F85-89 85-89 years","1 Males","1947","Persons",5817
"F85-89 85-89 years","1 Males","1948","Persons",5930
"F85-89 85-89 years","1 Males","1949","Persons",6234
"F85-89 85-89 years","1 Males","1950","Persons",6394
"F85-89 85-89 years","1 Males","1951","Persons",6455
"F85-89 85-89 years","1 Males","1952","Persons",6655
"F85-89 85-89 years","1 Males","1953","Persons",6676
"F85-89 85-89 years","1 Males","1954","Persons",6667
"F85-89 85-89 years","1 Males","1955","Persons",6717
"F85-89 85-89 years","1 Males","1956","Persons",6949
"F85-89 85-89 years","1 Males","1957","Persons",6925
"F85-89 85-89 years","1 Males","1958","Persons",7300
"F85-89 85-89 years","1 Males","1959","Persons",7610
"F85-89 85-89 years","1 Males","1960","Persons",7937
"F85-89 85-89 years","1 Males","1961","Persons",8253
"F85-89 85-89 years","1 Males","1962","Persons",8509
"F85-89 85-89 years","1 Males","1963","Persons",8609
"F85-89 85-89 years","1 Males","1964","Persons",8883
"F85-89 85-89 years","1 Males","1965","Persons",9022
"F85-89 85-89 years","1 Males","1966","Persons",8940
"F85-89 85-89 years","1 Males","1967","Persons",8661
"F85-89 85-89 years","1 Males","1968","Persons",8852
"F85-89 85-89 years","1 Males","1969","Persons",8865
"F85-89 85-89 years","1 Males","1970","Persons",8812
"F85-89 85-89 years","1 Males","1971","Persons",8986
"F85-89 85-89 years","1 Males","1972","Persons",9247
"F85-89 85-89 years","1 Males","1973","Persons",9620
"F85-89 85-89 years","1 Males","1974","Persons",9716
"F85-89 85-89 years","1 Males","1975","Persons",9943
"F85-89 85-89 years","1 Males","1976","Persons",10114
"F85-89 85-89 years","1 Males","1977","Persons",10395
"F85-89 85-89 years","1 Males","1978","Persons",10698
"F85-89 85-89 years","1 Males","1979","Persons",11258
"F85-89 85-89 years","1 Males","1980","Persons",11670
"F85-89 85-89 years","1 Males","1981","Persons",12252
"F85-89 85-89 years","1 Males","1982","Persons",12454
"F85-89 85-89 years","1 Males","1983","Persons",12805
"F85-89 85-89 years","1 Males","1984","Persons",13214
"F85-89 85-89 years","1 Males","1985","Persons",13422
"F85-89 85-89 years","1 Males","1986","Persons",13511
"F85-89 85-89 years","1 Males","1987","Persons",13797
"F85-89 85-89 years","1 Males","1988","Persons",14096
"F85-89 85-89 years","1 Males","1989","Persons",14235
"F85-89 85-89 years","1 Males","1990","Persons",14507
"F85-89 85-89 years","1 Males","1991","Persons",14662
"F85-89 85-89 years","1 Males","1992","Persons",14892
"F85-89 85-89 years","1 Males","1993","Persons",15136
"F85-89 85-89 years","1 Males","1994","Persons",15095
"F85-89 85-89 years","1 Males","1995","Persons",15751
"F85-89 85-89 years","1 Males","1996","Persons",16172
"F85-89 85-89 years","1 Males","1997","Persons",16744
"F85-89 85-89 years","1 Males","1998","Persons",17291
"F85-89 85-89 years","1 Males","1999","Persons",17870
"F85-89 85-89 years","1 Males","2000","Persons",18181
"F85-89 85-89 years","1 Males","2001","Persons",18429
"F85-89 85-89 years","1 Males","2002","Persons",18695
"F85-89 85-89 years","1 Males","2003","Persons",19105
"F85-89 85-89 years","1 Males","2004","Persons",19649
"F85-89 85-89 years","1 Males","2005","Persons",20257
"F85-89 85-89 years","1 Males","2006","Persons",21839
"F85-89 85-89 years","1 Males","2007","Persons",22884
"F85-89 85-89 years","1 Males","2008","Persons",23617
"F85-89 85-89 years","1 Males","2009","Persons",24257
"F85-89 85-89 years","1 Males","2010","Persons",25016
"F85-89 85-89 years","1 Males","2011","Persons",25189
"F85-89 85-89 years","1 Males","2012","Persons",25565
"F85-89 85-89 years","1 Males","2013","Persons",25497
"F85-89 85-89 years","1 Males","2014","Persons",25666
"F85-89 85-89 years","1 Males","2015","Persons",25875
"F85-89 85-89 years","1 Males","2016","Persons",26273
"F85-89 85-89 years","1 Males","2017","Persons",26497
"F85-89 85-89 years","1 Males","2018","Persons",27055
"F85-89 85-89 years","1 Males","2019","Persons",27209
"F85-89 85-89 years","1 Males","2020","Persons",27489
"F85-89 85-89 years","1 Males","2021","Persons",27577
"F85-89 85-89 years","1 Males","2022","Persons",28220
"F85-89 85-89 years","2 Females","1846","Persons",1817
"F85-89 85-89 years","2 Females","1847","Persons",1877
"F85-89 85-89 years","2 Females","1848","Persons",1883
"F85-89 85-89 years","2 Females","1849","Persons",1864
"F85-89 85-89 years","2 Females","1850","Persons",1893
"F85-89 85-89 years","2 Females","1851","Persons",1960
"F85-89 85-89 years","2 Females","1852","Persons",1917
"F85-89 85-89 years","2 Females","1853","Persons",1918
"F85-89 85-89 years","2 Females","1854","Persons",1924
"F85-89 85-89 years","2 Females","1855","Persons",2014
"F85-89 85-89 years","2 Females","1856","Persons",2041
"F85-89 85-89 years","2 Females","1857","Persons",2051
"F85-89 85-89 years","2 Females","1858","Persons",1947
"F85-89 85-89 years","2 Females","1859","Persons",1894
"F85-89 85-89 years","2 Females","1860","Persons",1917
"F85-89 85-89 years","2 Females","1861","Persons",2034
"F85-89 85-89 years","2 Females","1862","Persons",2020
"F85-89 85-89 years","2 Females","1863","Persons",2140
"F85-89 85-89 years","2 Females","1864","Persons",2251
"F85-89 85-89 years","2 Females","1865","Persons",2303
"F85-89 85-89 years","2 Females","1866","Persons",2380
"F85-89 85-89 years","2 Females","1867","Persons",2425
"F85-89 85-89 years","2 Females","1868","Persons",2581
"F85-89 85-89 years","2 Females","1869","Persons",2588
"F85-89 85-89 years","2 Females","1870","Persons",2728
"F85-89 85-89 years","2 Females","1871","Persons",2758
"F85-89 85-89 years","2 Females","1872","Persons",2684
"F85-89 85-89 years","2 Females","1873","Persons",2483
"F85-89 85-89 years","2 Females","1874","Persons",2573
"F85-89 85-89 years","2 Females","1875","Persons",2662
"F85-89 85-89 years","2 Females","1876","Persons",2931
"F85-89 85-89 years","2 Females","1877","Persons",3116
"F85-89 85-89 years","2 Females","1878","Persons",3212
"F85-89 85-89 years","2 Females","1879","Persons",3339
"F85-89 85-89 years","2 Females","1880","Persons",3410
"F85-89 85-89 years","2 Females","1881","Persons",3387
"F85-89 85-89 years","2 Females","1882","Persons",3274
"F85-89 85-89 years","2 Females","1883","Persons",3207
"F85-89 85-89 years","2 Females","1884","Persons",3224
"F85-89 85-89 years","2 Females","1885","Persons",3299
"F85-89 85-89 years","2 Females","1886","Persons",3366
"F85-89 85-89 years","2 Females","1887","Persons",3411
"F85-89 85-89 years","2 Females","1888","Persons",3524
"F85-89 85-89 years","2 Females","1889","Persons",3452
"F85-89 85-89 years","2 Females","1890","Persons",3386
"F85-89 85-89 years","2 Females","1891","Persons",3428
"F85-89 85-89 years","2 Females","1892","Persons",3411
"F85-89 85-89 years","2 Females","1893","Persons",3280
"F85-89 85-89 years","2 Females","1894","Persons",3263
"F85-89 85-89 years","2 Females","1895","Persons",3163
"F85-89 85-89 years","2 Females","1896","Persons",3263
"F85-89 85-89 years","2 Females","1897","Persons",3479
"F85-89 85-89 years","2 Females","1898","Persons",3692
"F85-89 85-89 years","2 Females","1899","Persons",3821
"F85-89 85-89 years","2 Females","1900","Persons",3889
"F85-89 85-89 years","2 Females","1901","Persons",4131
"F85-89 85-89 years","2 Females","1902","Persons",4356
"F85-89 85-89 years","2 Females","1903","Persons",4572
"F85-89 85-89 years","2 Females","1904","Persons",4521
"F85-89 85-89 years","2 Females","1905","Persons",4854
"F85-89 85-89 years","2 Females","1906","Persons",5047
"F85-89 85-89 years","2 Females","1907","Persons",5391
"F85-89 85-89 years","2 Females","1908","Persons",5434
"F85-89 85-89 years","2 Females","1909","Persons",5669
"F85-89 85-89 years","2 Females","1910","Persons",5682
"F85-89 85-89 years","2 Females","1911","Persons",5781
"F85-89 85-89 years","2 Females","1912","Persons",5842
"F85-89 85-89 years","2 Females","1913","Persons",5839
"F85-89 85-89 years","2 Females","1914","Persons",5720
"F85-89 85-89 years","2 Females","1915","Persons",5825
"F85-89 85-89 years","2 Females","1916","Persons",5696
"F85-89 85-89 years","2 Females","1917","Persons",5561
"F85-89 85-89 years","2 Females","1918","Persons",5453
"F85-89 85-89 years","2 Females","1919","Persons",5649
"F85-89 85-89 years","2 Females","1920","Persons",5721
"F85-89 85-89 years","2 Females","1921","Persons",5827
"F85-89 85-89 years","2 Females","1922","Persons",5888
"F85-89 85-89 years","2 Females","1923","Persons",5836
"F85-89 85-89 years","2 Females","1924","Persons",5619
"F85-89 85-89 years","2 Females","1925","Persons",5582
"F85-89 85-89 years","2 Females","1926","Persons",5619
"F85-89 85-89 years","2 Females","1927","Persons",5806
"F85-89 85-89 years","2 Females","1928","Persons",5865
"F85-89 85-89 years","2 Females","1929","Persons",6113
"F85-89 85-89 years","2 Females","1930","Persons",6223
"F85-89 85-89 years","2 Females","1931","Persons",6540
"F85-89 85-89 years","2 Females","1932","Persons",6533
"F85-89 85-89 years","2 Females","1933","Persons",6588
"F85-89 85-89 years","2 Females","1934","Persons",6652
"F85-89 85-89 years","2 Females","1935","Persons",6953
"F85-89 85-89 years","2 Females","1936","Persons",6912
"F85-89 85-89 years","2 Females","1937","Persons",7037
"F85-89 85-89 years","2 Females","1938","Persons",7125
"F85-89 85-89 years","2 Females","1939","Persons",7239
"F85-89 85-89 years","2 Females","1940","Persons",7437
"F85-89 85-89 years","2 Females","1941","Persons",7522
"F85-89 85-89 years","2 Females","1942","Persons",7659
"F85-89 85-89 years","2 Females","1943","Persons",7748
"F85-89 85-89 years","2 Females","1944","Persons",7736
"F85-89 85-89 years","2 Females","1945","Persons",8067
"F85-89 85-89 years","2 Females","1946","Persons",8148
"F85-89 85-89 years","2 Females","1947","Persons",8495
"F85-89 85-89 years","2 Females","1948","Persons",8623
"F85-89 85-89 years","2 Females","1949","Persons",8983
"F85-89 85-89 years","2 Females","1950","Persons",9152
"F85-89 85-89 years","2 Females","1951","Persons",9280
"F85-89 85-89 years","2 Females","1952","Persons",9672
"F85-89 85-89 years","2 Females","1953","Persons",9794
"F85-89 85-89 years","2 Females","1954","Persons",9862
"F85-89 85-89 years","2 Females","1955","Persons",9829
"F85-89 85-89 years","2 Females","1956","Persons",9822
"F85-89 85-89 years","2 Females","1957","Persons",9964
"F85-89 85-89 years","2 Females","1958","Persons",10364
